collected_at,lot_name,free_spaces,occupancy_pct
2026-01-30 16:40:27.662351+00,lot_50,313,24.21
2026-01-30 16:40:27.55457+00,lot_32,158,38.76
2026-01-30 16:40:27.446636+00,lot_30,1297,39.48
2026-01-30 16:40:27.338246+00,lot_26,300,31.19
2026-01-30 16:40:27.229344+00,lot_24,259,36.21
2026-01-30 16:40:27.120754+00,lot_6,272,29.72
2026-01-30 16:40:27.012301+00,big_springs_2,815,22.97
2026-01-30 16:40:26.846608+00,big_springs_1,198,59.59
2026-01-30 16:35:09.463764+00,lot_50,320,22.52
2026-01-30 16:35:09.364702+00,lot_32,174,32.56
2026-01-30 16:35:09.265752+00,lot_30,1340,37.47
2026-01-30 16:35:09.16597+00,lot_26,304,30.28
2026-01-30 16:35:09.066298+00,lot_24,266,34.48
2026-01-30 16:35:08.967384+00,lot_6,280,27.65
2026-01-30 16:35:08.867927+00,big_springs_2,826,21.93
2026-01-30 16:35:08.709543+00,big_springs_1,199,59.39
2026-01-30 16:31:01.805531+00,lot_50,324,21.55
2026-01-30 16:31:01.69476+00,lot_32,182,29.46
2026-01-30 16:31:01.584294+00,lot_30,1377,35.74
2026-01-30 16:31:01.473558+00,lot_26,309,29.13
2026-01-30 16:31:01.362921+00,lot_24,273,32.76
2026-01-30 16:31:01.251754+00,lot_6,292,24.55
2026-01-30 16:31:01.139932+00,big_springs_2,814,23.06
2026-01-30 16:31:00.972281+00,big_springs_1,198,59.59
2026-01-30 16:25:20.34707+00,lot_50,328,20.58
2026-01-30 16:25:20.237789+00,lot_32,192,25.58
2026-01-30 16:25:20.1274+00,lot_30,1427,33.41
2026-01-30 16:25:20.019745+00,lot_26,313,28.21
2026-01-30 16:25:19.911777+00,lot_24,281,30.79
2026-01-30 16:25:19.802761+00,lot_6,299,22.74
2026-01-30 16:25:19.581688+00,big_springs_2,836,20.98
2026-01-30 16:25:19.417494+00,big_springs_1,199,59.39
2026-01-30 16:20:58.561478+00,lot_50,330,20.1
2026-01-30 16:20:58.463061+00,lot_32,196,24.03
2026-01-30 16:20:58.36324+00,lot_30,1460,31.87
2026-01-30 16:20:58.263281+00,lot_26,317,27.29
2026-01-30 16:20:58.165871+00,lot_24,285,29.8
2026-01-30 16:20:58.068006+00,lot_6,304,21.45
2026-01-30 16:20:57.866308+00,big_springs_1,199,59.39
2026-01-30 16:15:48.989911+00,lot_50,332,19.61
2026-01-30 16:15:48.879642+00,lot_32,198,23.26
2026-01-30 16:15:48.767731+00,lot_30,1490,30.47
2026-01-30 16:15:48.655964+00,lot_26,324,25.69
2026-01-30 16:15:48.54515+00,lot_24,293,27.83
2026-01-30 16:15:48.435521+00,lot_6,310,19.9
2026-01-30 16:15:48.210511+00,big_springs_1,198,59.59
2026-01-30 16:11:12.721199+00,lot_50,335,18.89
2026-01-30 16:11:12.610827+00,lot_32,197,23.64
2026-01-30 16:11:12.500458+00,lot_30,1509,29.58
2026-01-30 16:11:12.390416+00,lot_26,329,24.54
2026-01-30 16:11:12.279123+00,lot_24,301,25.86
2026-01-30 16:11:12.168883+00,lot_6,314,18.86
2026-01-30 16:11:11.944719+00,big_springs_1,198,59.59
2026-01-30 16:05:56.512027+00,lot_50,335,18.89
2026-01-30 16:05:56.394414+00,lot_32,201,22.09
2026-01-30 16:05:56.275283+00,lot_30,1529,28.65
2026-01-30 16:05:55.886746+00,lot_26,333,23.62
2026-01-30 16:05:55.760234+00,lot_24,305,24.88
2026-01-30 16:05:55.639274+00,lot_6,318,17.83
2026-01-30 16:05:55.391509+00,big_springs_1,201,58.98
2026-01-30 16:01:01.236438+00,lot_50,337,18.4
2026-01-30 16:01:01.138615+00,lot_32,203,21.32
2026-01-30 16:01:01.040615+00,lot_30,1554,27.48
2026-01-30 16:01:00.941346+00,lot_26,338,22.48
2026-01-30 16:01:00.843639+00,lot_24,310,23.65
2026-01-30 16:01:00.745791+00,lot_6,322,16.8
2026-01-30 16:01:00.54703+00,big_springs_1,200,59.18
2026-01-30 15:56:28.636735+00,lot_50,337,18.4
2026-01-30 15:56:28.529924+00,lot_32,210,18.6
2026-01-30 15:56:28.423444+00,lot_30,1592,25.71
2026-01-30 15:56:28.312943+00,lot_26,342,21.56
2026-01-30 15:56:28.205302+00,lot_24,316,22.17
2026-01-30 15:56:28.098818+00,lot_6,331,14.47
2026-01-30 15:56:27.877341+00,big_springs_1,200,59.18
2026-01-30 15:51:09.66829+00,lot_50,340,17.68
2026-01-30 15:51:09.558773+00,lot_32,219,15.12
2026-01-30 15:51:09.45026+00,lot_30,1632,23.85
2026-01-30 15:51:09.340796+00,lot_26,337,22.71
2026-01-30 15:51:09.231574+00,lot_24,329,18.97
2026-01-30 15:51:09.122343+00,lot_6,336,13.18
2026-01-30 15:51:08.902804+00,big_springs_1,199,59.39
2026-01-30 15:45:52.73143+00,lot_50,342,17.19
2026-01-30 15:45:52.633606+00,lot_32,232,10.08
2026-01-30 15:45:52.536332+00,lot_30,1694,20.95
2026-01-30 15:45:52.439239+00,lot_26,321,26.38
2026-01-30 15:45:52.340988+00,lot_24,334,17.73
2026-01-30 15:45:52.242617+00,lot_6,342,11.63
2026-01-30 15:45:52.037679+00,big_springs_1,199,59.39
2026-01-30 15:40:52.87271+00,lot_50,349,15.5
2026-01-30 15:40:52.775602+00,lot_32,239,7.36
2026-01-30 15:40:52.678405+00,lot_30,1752,18.25
2026-01-30 15:40:52.580687+00,lot_26,321,26.38
2026-01-30 15:40:52.482988+00,lot_24,344,15.27
2026-01-30 15:40:52.384081+00,lot_6,346,10.59
2026-01-30 15:40:52.180171+00,big_springs_1,201,58.98
2026-01-30 15:35:54.718479+00,lot_50,351,15.01
2026-01-30 15:35:54.62018+00,lot_32,245,5.04
2026-01-30 15:35:54.522444+00,lot_30,1795,16.24
2026-01-30 15:35:54.424293+00,lot_26,361,17.2
2026-01-30 15:35:54.324033+00,lot_24,346,14.78
2026-01-30 15:35:54.222738+00,lot_6,346,10.59
2026-01-30 15:35:54.023139+00,big_springs_1,201,58.98
2026-01-30 15:31:25.896731+00,lot_50,356,13.8
2026-01-30 15:31:25.786489+00,lot_32,249,3.49
2026-01-30 15:31:25.67659+00,lot_30,1827,14.75
2026-01-30 15:31:25.566554+00,lot_26,361,17.2
2026-01-30 15:31:25.457017+00,lot_24,348,14.29
2026-01-30 15:31:25.346878+00,lot_6,347,10.34
2026-01-30 15:31:25.114682+00,big_springs_1,203,58.57
2026-01-30 15:25:51.927221+00,lot_50,356,13.8
2026-01-30 15:25:51.827286+00,lot_32,250,3.1
2026-01-30 15:25:51.728696+00,lot_30,1852,13.58
2026-01-30 15:25:51.630576+00,lot_26,373,14.45
2026-01-30 15:25:51.531439+00,lot_24,350,13.79
2026-01-30 15:25:51.433583+00,lot_6,350,9.56
2026-01-30 15:25:51.235159+00,big_springs_1,204,58.37
2026-01-30 15:21:19.226937+00,lot_50,359,13.08
2026-01-30 15:21:19.129584+00,lot_32,251,2.71
2026-01-30 15:21:19.031941+00,lot_30,1868,12.83
2026-01-30 15:21:18.934347+00,lot_26,378,13.3
2026-01-30 15:21:18.83674+00,lot_24,352,13.3
2026-01-30 15:21:18.737894+00,lot_6,350,9.56
2026-01-30 15:21:18.536483+00,big_springs_1,203,58.57
2026-01-30 15:15:52.928697+00,lot_50,360,12.83
2026-01-30 15:15:52.82933+00,lot_32,254,1.55
2026-01-30 15:15:52.729944+00,lot_30,1881,12.23
2026-01-30 15:15:52.63069+00,lot_26,387,11.24
2026-01-30 15:15:52.532108+00,lot_24,354,12.81
2026-01-30 15:15:52.432715+00,lot_6,353,8.79
2026-01-30 15:15:52.22841+00,big_springs_1,203,58.57
2026-01-30 15:10:49.834647+00,lot_50,361,12.59
2026-01-30 15:10:49.723983+00,lot_32,255,1.16
2026-01-30 15:10:49.613218+00,lot_30,1893,11.67
2026-01-30 15:10:49.502143+00,lot_26,393,9.86
2026-01-30 15:10:49.390143+00,lot_24,355,12.56
2026-01-30 15:10:49.279208+00,lot_6,356,8.01
2026-01-30 15:10:49.053382+00,big_springs_1,203,58.57
2026-01-30 15:05:51.17558+00,lot_50,363,12.11
2026-01-30 15:05:51.063357+00,lot_32,255,1.16
2026-01-30 15:05:50.951877+00,lot_30,1903,11.2
2026-01-30 15:05:50.839514+00,lot_26,398,8.72
2026-01-30 15:05:50.728835+00,lot_24,355,12.56
2026-01-30 15:05:50.616206+00,lot_6,360,6.98
2026-01-30 15:05:50.370811+00,big_springs_1,203,58.57
2026-01-30 15:01:05.835875+00,lot_50,366,11.38
2026-01-30 15:01:05.725325+00,lot_32,255,1.16
2026-01-30 15:01:05.614122+00,lot_30,1907,11.01
2026-01-30 15:01:05.500277+00,lot_26,399,8.49
2026-01-30 15:01:05.387719+00,lot_24,356,12.32
2026-01-30 15:01:05.275537+00,lot_6,360,6.98
2026-01-30 15:01:05.028084+00,big_springs_1,202,58.78
2026-01-30 14:01:39.793134+00,lot_50,388,6.05
2026-01-30 14:01:39.695194+00,lot_32,258,0
2026-01-30 14:01:39.596067+00,lot_30,1939,9.52
2026-01-30 14:01:39.496713+00,lot_26,416,4.59
2026-01-30 14:01:39.396886+00,lot_24,375,7.64
2026-01-30 14:01:39.297191+00,lot_6,369,4.65
2026-01-30 14:01:39.072116+00,big_springs_1,200,59.18
2026-01-30 13:02:36.089282+00,lot_50,398,3.63
2026-01-30 13:02:35.977134+00,lot_32,258,0
2026-01-30 13:02:35.86602+00,lot_30,1944,9.29
2026-01-30 13:02:35.754004+00,lot_26,417,4.36
2026-01-30 13:02:35.642314+00,lot_24,377,7.14
2026-01-30 13:02:35.529775+00,lot_6,372,3.88
2026-01-30 13:02:35.290317+00,big_springs_1,199,59.39
2026-01-30 12:01:58.521539+00,lot_50,399,3.39
2026-01-30 12:01:58.423223+00,lot_32,258,0
2026-01-30 12:01:58.31896+00,lot_30,1943,9.33
2026-01-30 12:01:58.219301+00,lot_26,417,4.36
2026-01-30 12:01:58.118913+00,lot_24,375,7.64
2026-01-30 12:01:58.01933+00,lot_6,373,3.62
2026-01-30 12:01:57.799498+00,big_springs_1,200,59.18
2026-01-30 11:01:59.815226+00,lot_50,400,3.15
2026-01-30 11:01:59.704422+00,lot_32,258,0
2026-01-30 11:01:59.594361+00,lot_30,1914,10.69
2026-01-30 11:01:59.483799+00,lot_26,282,35.32
2026-01-30 11:01:59.373026+00,lot_24,406,0
2026-01-30 11:01:59.262222+00,lot_6,387,0
2026-01-30 11:01:59.011478+00,big_springs_1,200,59.18
2026-01-30 10:01:44.211192+00,lot_50,350,15.25
2026-01-30 10:01:44.097297+00,lot_32,253,1.94
2026-01-30 10:01:43.982809+00,lot_30,1914,10.69
2026-01-30 10:01:43.869025+00,lot_26,284,34.86
2026-01-30 10:01:43.75615+00,lot_24,403,0.74
2026-01-30 10:01:43.642308+00,lot_6,387,0
2026-01-30 10:01:43.391922+00,big_springs_1,201,58.98
2026-01-30 09:01:57.12457+00,lot_50,349,15.5
2026-01-30 09:01:57.014609+00,lot_32,253,1.94
2026-01-30 09:01:56.90561+00,lot_30,1911,10.83
2026-01-30 09:01:56.798231+00,lot_26,284,34.86
2026-01-30 09:01:56.689642+00,lot_24,399,1.72
2026-01-30 09:01:56.581036+00,lot_6,387,0
2026-01-30 09:01:56.350149+00,big_springs_1,207,57.76
2026-01-30 08:01:55.741728+00,lot_50,349,15.5
2026-01-30 08:01:55.642262+00,lot_32,252,2.33
2026-01-30 08:01:55.543223+00,lot_30,1905,11.11
2026-01-30 08:01:55.444634+00,lot_26,279,36.01
2026-01-30 08:01:55.345492+00,lot_24,392,3.45
2026-01-30 08:01:55.246908+00,lot_6,386,0.26
2026-01-30 08:01:55.032788+00,big_springs_1,208,57.55
2026-01-30 07:01:49.358491+00,lot_50,348,15.74
2026-01-30 07:01:49.248022+00,lot_32,252,2.33
2026-01-30 07:01:49.13638+00,lot_30,1896,11.53
2026-01-30 07:01:49.023936+00,lot_26,277,36.47
2026-01-30 07:01:48.911651+00,lot_24,368,9.36
2026-01-30 07:01:48.799332+00,lot_6,361,6.72
2026-01-30 07:01:48.553078+00,big_springs_1,219,55.31
2026-01-30 06:01:42.170893+00,lot_50,345,16.46
2026-01-30 06:01:42.059453+00,lot_32,250,3.1
2026-01-30 06:01:41.946461+00,lot_30,1863,13.07
2026-01-30 06:01:41.832619+00,lot_26,270,38.07
2026-01-30 06:01:41.720763+00,lot_24,316,22.17
2026-01-30 06:01:41.608493+00,lot_6,351,9.3
2026-01-30 06:01:41.370216+00,big_springs_1,221,54.9
2026-01-30 05:01:55.95932+00,lot_50,340,17.68
2026-01-30 05:01:55.84962+00,lot_32,246,4.65
2026-01-30 05:01:55.740739+00,lot_30,1776,17.13
2026-01-30 05:01:55.631681+00,lot_26,259,40.6
2026-01-30 05:01:55.521707+00,lot_24,215,47.04
2026-01-30 05:01:55.400721+00,lot_6,327,15.5
2026-01-30 05:01:55.155139+00,big_springs_1,230,53.06
2026-01-30 04:02:53.937584+00,lot_50,326,21.07
2026-01-30 04:02:53.838726+00,lot_32,231,10.47
2026-01-30 04:02:53.740065+00,lot_30,1611,24.83
2026-01-30 04:02:53.63942+00,lot_26,229,47.48
2026-01-30 04:02:53.540325+00,lot_24,140,65.52
2026-01-30 04:02:53.441481+00,lot_6,339,12.4
2026-01-30 04:02:53.227948+00,big_springs_1,242,50.61
2026-01-30 03:02:14.868376+00,lot_50,306,25.91
2026-01-30 03:02:14.758477+00,lot_32,220,14.73
2026-01-30 03:02:14.647987+00,lot_30,1405,34.44
2026-01-30 03:02:14.535491+00,lot_26,209,52.06
2026-01-30 03:02:14.422919+00,lot_24,138,66.01
2026-01-30 03:02:14.311339+00,lot_6,292,24.55
2026-01-30 03:02:14.068487+00,big_springs_1,234,52.24
2026-01-30 02:02:19.669166+00,lot_50,262,36.56
2026-01-30 02:02:19.559254+00,lot_32,175,32.17
2026-01-30 02:02:19.448613+00,lot_30,1052,50.91
2026-01-30 02:02:19.337164+00,lot_26,150,65.6
2026-01-30 02:02:19.225551+00,lot_24,172,57.64
2026-01-30 02:02:19.114326+00,lot_6,236,39.02
2026-01-30 02:02:18.889346+00,big_springs_1,227,53.67
2026-01-30 01:55:55.170305+00,lot_50,254,38.5
2026-01-30 01:55:55.071348+00,lot_32,168,34.88
2026-01-30 01:55:54.972344+00,lot_30,1016,52.59
2026-01-30 01:55:54.872359+00,lot_26,150,65.6
2026-01-30 01:55:54.772323+00,lot_24,167,58.87
2026-01-30 01:55:54.673709+00,lot_6,232,40.05
2026-01-30 01:55:54.461947+00,big_springs_1,227,53.67
2026-01-30 01:50:57.428808+00,lot_50,252,38.98
2026-01-30 01:50:57.318927+00,lot_32,164,36.43
2026-01-30 01:50:57.207733+00,lot_30,1003,53.2
2026-01-30 01:50:57.097552+00,lot_26,146,66.51
2026-01-30 01:50:56.984679+00,lot_24,179,55.91
2026-01-30 01:50:56.875287+00,lot_6,224,42.12
2026-01-30 01:50:56.653733+00,big_springs_1,228,53.47
2026-01-30 01:45:58.685453+00,lot_50,251,39.23
2026-01-30 01:45:58.569718+00,lot_32,157,39.15
2026-01-30 01:45:58.458981+00,lot_30,979,54.32
2026-01-30 01:45:58.348254+00,lot_26,145,66.74
2026-01-30 01:45:58.238206+00,lot_24,183,54.93
2026-01-30 01:45:58.127634+00,lot_6,220,43.15
2026-01-30 01:45:57.891224+00,big_springs_1,226,53.88
2026-01-30 01:41:09.175635+00,lot_50,252,38.98
2026-01-30 01:41:09.075032+00,lot_32,157,39.15
2026-01-30 01:41:08.975578+00,lot_30,967,54.88
2026-01-30 01:41:08.874941+00,lot_26,144,66.97
2026-01-30 01:41:08.775034+00,lot_24,180,55.67
2026-01-30 01:41:08.675156+00,lot_6,220,43.15
2026-01-30 01:41:08.475574+00,big_springs_1,226,53.88
2026-01-30 01:35:58.483566+00,lot_50,251,39.23
2026-01-30 01:35:58.377297+00,lot_32,157,39.15
2026-01-30 01:35:58.269682+00,lot_30,952,55.58
2026-01-30 01:35:58.161582+00,lot_26,143,67.2
2026-01-30 01:35:58.054202+00,lot_24,169,58.37
2026-01-30 01:35:57.947779+00,lot_6,212,45.22
2026-01-30 01:35:57.730931+00,big_springs_1,226,53.88
2026-01-30 01:30:59.5236+00,lot_50,246,40.44
2026-01-30 01:30:59.412813+00,lot_32,156,39.53
2026-01-30 01:30:59.299335+00,lot_30,933,56.46
2026-01-30 01:30:59.188088+00,lot_26,145,66.74
2026-01-30 01:30:59.076432+00,lot_24,165,59.36
2026-01-30 01:30:58.965241+00,lot_6,207,46.51
2026-01-30 01:30:58.740764+00,big_springs_1,226,53.88
2026-01-30 01:26:02.712068+00,lot_50,246,40.44
2026-01-30 01:26:02.605104+00,lot_32,153,40.7
2026-01-30 01:26:02.496184+00,lot_30,920,57.07
2026-01-30 01:26:02.388535+00,lot_26,141,67.66
2026-01-30 01:26:02.280246+00,lot_24,160,60.59
2026-01-30 01:26:02.17275+00,lot_6,196,49.35
2026-01-30 01:26:01.840239+00,big_springs_1,225,54.08
2026-01-30 01:20:20.453072+00,lot_50,245,40.68
2026-01-30 01:20:20.344889+00,lot_32,148,42.64
2026-01-30 01:20:20.236761+00,lot_30,898,58.1
2026-01-30 01:20:20.129094+00,lot_26,144,66.97
2026-01-30 01:20:20.021313+00,lot_24,156,61.58
2026-01-30 01:20:19.913822+00,lot_6,181,53.23
2026-01-30 01:20:19.806075+00,big_springs_2,642,39.32
2026-01-30 01:20:19.642217+00,big_springs_1,226,53.88
2026-01-30 01:15:39.529902+00,lot_50,242,41.4
2026-01-30 01:15:39.418941+00,lot_32,141,45.35
2026-01-30 01:15:39.309508+00,lot_30,860,59.87
2026-01-30 01:15:39.200842+00,lot_26,141,67.66
2026-01-30 01:15:39.090703+00,lot_24,145,64.29
2026-01-30 01:15:38.982317+00,lot_6,170,56.07
2026-01-30 01:15:38.873857+00,big_springs_2,625,40.93
2026-01-30 01:15:38.695451+00,big_springs_1,223,54.49
2026-01-30 01:10:42.671813+00,lot_50,237,42.62
2026-01-30 01:10:42.560489+00,lot_32,134,48.06
2026-01-30 01:10:42.447875+00,lot_30,823,61.6
2026-01-30 01:10:42.335958+00,lot_26,138,68.35
2026-01-30 01:10:42.224498+00,lot_24,143,64.78
2026-01-30 01:10:42.113191+00,lot_6,160,58.66
2026-01-30 01:10:42.001002+00,big_springs_2,605,42.82
2026-01-30 01:10:41.829893+00,big_springs_1,226,53.88
2026-01-30 01:05:27.401238+00,lot_50,230,44.31
2026-01-30 01:05:27.291165+00,lot_32,125,51.55
2026-01-30 01:05:27.179696+00,lot_30,750,65
2026-01-30 01:05:27.069065+00,lot_26,133,69.5
2026-01-30 01:05:26.957238+00,lot_24,134,67
2026-01-30 01:05:26.845293+00,lot_6,144,62.79
2026-01-30 01:05:26.733767+00,big_springs_2,577,45.46
2026-01-30 01:05:26.559785+00,big_springs_1,226,53.88
2026-01-30 01:00:52.312629+00,lot_50,221,46.49
2026-01-30 01:00:52.204843+00,lot_32,110,57.36
2026-01-30 01:00:52.095522+00,lot_30,669,68.78
2026-01-30 01:00:51.986738+00,lot_26,130,70.18
2026-01-30 01:00:51.87911+00,lot_24,129,68.23
2026-01-30 01:00:51.76961+00,lot_6,134,65.37
2026-01-30 01:00:51.661567+00,big_springs_2,565,46.6
2026-01-30 01:00:51.497445+00,big_springs_1,225,54.08
2026-01-30 00:55:32.616884+00,lot_50,219,46.97
2026-01-30 00:55:32.508725+00,lot_32,97,62.4
2026-01-30 00:55:32.400471+00,lot_30,630,70.6
2026-01-30 00:55:32.293438+00,lot_26,123,71.79
2026-01-30 00:55:32.184295+00,lot_24,134,67
2026-01-30 00:55:32.074886+00,lot_6,125,67.7
2026-01-30 00:55:31.967023+00,big_springs_2,548,48.2
2026-01-30 00:55:31.794553+00,big_springs_1,223,54.49
2026-01-30 00:50:21.551583+00,lot_50,215,47.94
2026-01-30 00:50:21.440407+00,lot_32,93,63.95
2026-01-30 00:50:21.328472+00,lot_30,604,71.82
2026-01-30 00:50:21.218696+00,lot_26,121,72.25
2026-01-30 00:50:21.107415+00,lot_24,127,68.72
2026-01-30 00:50:20.99745+00,lot_6,115,70.28
2026-01-30 00:50:20.886304+00,big_springs_2,539,49.05
2026-01-30 00:50:20.719413+00,big_springs_1,220,55.1
2026-01-30 00:45:21.812109+00,lot_50,214,48.18
2026-01-30 00:45:21.703977+00,lot_32,85,67.05
2026-01-30 00:45:21.593729+00,lot_30,604,71.82
2026-01-30 00:45:21.486394+00,lot_26,118,72.94
2026-01-30 00:45:21.379342+00,lot_24,124,69.46
2026-01-30 00:45:21.271561+00,lot_6,109,71.83
2026-01-30 00:45:21.163613+00,big_springs_2,528,50.09
2026-01-30 00:45:20.990552+00,big_springs_1,220,55.1
2026-01-30 00:40:34.816262+00,lot_50,212,48.67
2026-01-30 00:40:34.7074+00,lot_32,79,69.38
2026-01-30 00:40:34.598268+00,lot_30,597,72.14
2026-01-30 00:40:34.488973+00,lot_26,118,72.94
2026-01-30 00:40:34.378494+00,lot_24,125,69.21
2026-01-30 00:40:34.269562+00,lot_6,93,75.97
2026-01-30 00:40:34.155307+00,big_springs_2,519,50.95
2026-01-30 00:40:33.985896+00,big_springs_1,220,55.1
2026-01-30 00:35:28.05753+00,lot_50,208,49.64
2026-01-30 00:35:27.949213+00,lot_32,72,72.09
2026-01-30 00:35:27.840554+00,lot_30,578,73.03
2026-01-30 00:35:27.732483+00,lot_26,108,75.23
2026-01-30 00:35:27.623082+00,lot_24,118,70.94
2026-01-30 00:35:27.513633+00,lot_6,85,78.04
2026-01-30 00:35:27.404668+00,big_springs_2,508,51.98
2026-01-30 00:35:27.233068+00,big_springs_1,219,55.31
2026-01-30 00:30:43.285001+00,lot_50,210,49.15
2026-01-30 00:30:43.174339+00,lot_32,68,73.64
2026-01-30 00:30:43.064579+00,lot_30,577,73.08
2026-01-30 00:30:42.954409+00,lot_26,108,75.23
2026-01-30 00:30:42.844143+00,lot_24,123,69.7
2026-01-30 00:30:42.733735+00,lot_6,88,77.26
2026-01-30 00:30:42.619176+00,big_springs_2,501,52.65
2026-01-30 00:30:42.451092+00,big_springs_1,219,55.31
2026-01-30 00:25:31.150457+00,lot_50,211,48.91
2026-01-30 00:25:31.038764+00,lot_32,67,74.03
2026-01-30 00:25:30.928161+00,lot_30,571,73.36
2026-01-30 00:25:30.816768+00,lot_26,109,75
2026-01-30 00:25:30.705154+00,lot_24,118,70.94
2026-01-30 00:25:30.594432+00,lot_6,82,78.81
2026-01-30 00:25:30.483016+00,big_springs_2,495,53.21
2026-01-30 00:25:30.303279+00,big_springs_1,218,55.51
2026-01-30 00:20:40.840571+00,lot_50,210,49.15
2026-01-30 00:20:40.742416+00,lot_32,64,75.19
2026-01-30 00:20:40.642702+00,lot_30,567,73.54
2026-01-30 00:20:40.544073+00,lot_26,109,75
2026-01-30 00:20:40.445843+00,lot_24,117,71.18
2026-01-30 00:20:40.347396+00,lot_6,76,80.36
2026-01-30 00:20:40.246143+00,big_springs_2,480,54.63
2026-01-30 00:20:40.094674+00,big_springs_1,220,55.1
2026-01-30 00:15:20.121993+00,lot_50,207,49.88
2026-01-30 00:15:20.015401+00,lot_32,65,74.81
2026-01-30 00:15:19.907203+00,lot_30,557,74.01
2026-01-30 00:15:19.797836+00,lot_26,107,75.46
2026-01-30 00:15:19.690838+00,lot_24,115,71.67
2026-01-30 00:15:19.582505+00,lot_6,76,80.36
2026-01-30 00:15:19.473747+00,big_springs_2,471,55.48
2026-01-30 00:15:19.288445+00,big_springs_1,219,55.31
2026-01-30 00:10:25.329067+00,lot_50,202,51.09
2026-01-30 00:10:25.218401+00,lot_32,59,77.13
2026-01-30 00:10:25.107903+00,lot_30,552,74.24
2026-01-30 00:10:24.995888+00,lot_26,103,76.38
2026-01-30 00:10:24.884205+00,lot_24,112,72.41
2026-01-30 00:10:24.771966+00,lot_6,68,82.43
2026-01-30 00:10:24.660743+00,big_springs_2,469,55.67
2026-01-30 00:10:24.490737+00,big_springs_1,220,55.1
2026-01-30 00:05:20.113195+00,lot_50,200,51.57
2026-01-30 00:05:19.745952+00,lot_32,57,77.91
2026-01-30 00:05:19.633809+00,lot_30,521,75.69
2026-01-30 00:05:19.522472+00,lot_26,99,77.29
2026-01-30 00:05:19.412221+00,lot_24,108,73.4
2026-01-30 00:05:19.300889+00,lot_6,64,83.46
2026-01-30 00:05:19.189885+00,big_springs_2,456,56.9
2026-01-30 00:05:19.016663+00,big_springs_1,218,55.51
2026-01-30 00:00:33.703521+00,lot_50,196,52.54
2026-01-30 00:00:33.590805+00,lot_32,55,78.68
2026-01-30 00:00:33.479373+00,lot_30,500,76.67
2026-01-30 00:00:33.368354+00,lot_26,96,77.98
2026-01-30 00:00:33.257415+00,lot_24,118,70.94
2026-01-30 00:00:33.146288+00,lot_6,64,83.46
2026-01-30 00:00:33.03409+00,big_springs_2,452,57.28
2026-01-30 00:00:32.865951+00,big_springs_1,218,55.51
2026-01-29 23:55:25.060652+00,lot_50,194,53.03
2026-01-29 23:55:24.95042+00,lot_32,54,79.07
2026-01-29 23:55:24.840758+00,lot_30,478,77.69
2026-01-29 23:55:24.731525+00,lot_26,90,79.36
2026-01-29 23:55:24.622188+00,lot_24,116,71.43
2026-01-29 23:55:24.511812+00,lot_6,64,83.46
2026-01-29 23:55:24.40112+00,big_springs_2,451,57.37
2026-01-29 23:55:24.21946+00,big_springs_1,217,55.71
2026-01-29 23:50:29.067452+00,lot_50,193,53.27
2026-01-29 23:50:28.957173+00,lot_32,52,79.84
2026-01-29 23:50:28.848253+00,lot_30,471,78.02
2026-01-29 23:50:28.73852+00,lot_26,94,78.44
2026-01-29 23:50:28.619192+00,lot_24,116,71.43
2026-01-29 23:50:28.508134+00,lot_6,68,82.43
2026-01-29 23:50:28.397193+00,big_springs_2,446,57.84
2026-01-29 23:50:28.230446+00,big_springs_1,217,55.71
2026-01-29 23:45:16.523325+00,lot_50,187,54.72
2026-01-29 23:45:16.415563+00,lot_32,49,81.01
2026-01-29 23:45:16.307896+00,lot_30,454,78.81
2026-01-29 23:45:16.198892+00,lot_26,93,78.67
2026-01-29 23:45:16.090087+00,lot_24,122,69.95
2026-01-29 23:45:15.981637+00,lot_6,67,82.69
2026-01-29 23:45:15.87258+00,big_springs_2,441,58.32
2026-01-29 23:45:15.694864+00,big_springs_1,217,55.71
2026-01-29 23:40:41.332546+00,lot_50,180,56.42
2026-01-29 23:40:41.225901+00,lot_32,46,82.17
2026-01-29 23:40:41.117695+00,lot_30,382,82.17
2026-01-29 23:40:41.009406+00,lot_26,83,80.96
2026-01-29 23:40:40.902322+00,lot_24,122,69.95
2026-01-29 23:40:40.795311+00,lot_6,63,83.72
2026-01-29 23:40:40.686466+00,big_springs_2,434,58.98
2026-01-29 23:40:40.520739+00,big_springs_1,217,55.71
2026-01-29 23:35:25.90953+00,lot_50,171,58.6
2026-01-29 23:35:25.801912+00,lot_32,41,84.11
2026-01-29 23:35:25.693451+00,lot_30,336,84.32
2026-01-29 23:35:25.58584+00,lot_26,82,81.19
2026-01-29 23:35:25.4773+00,lot_24,114,71.92
2026-01-29 23:35:25.368756+00,lot_6,60,84.5
2026-01-29 23:35:25.26051+00,big_springs_2,423,60.02
2026-01-29 23:35:25.083281+00,big_springs_1,213,56.53
2026-01-29 23:30:36.323514+00,lot_50,169,59.08
2026-01-29 23:30:36.215708+00,lot_32,39,84.88
2026-01-29 23:30:36.108061+00,lot_30,292,86.37
2026-01-29 23:30:36.000223+00,lot_26,75,82.8
2026-01-29 23:30:35.889977+00,lot_24,112,72.41
2026-01-29 23:30:35.780966+00,lot_6,54,86.05
2026-01-29 23:30:35.671194+00,big_springs_2,413,60.96
2026-01-29 23:30:35.507131+00,big_springs_1,213,56.53
